CLNDN	Count
Congenital_long_QT_syndrome|KCNJ5-related_disorder|Long_QT_syndrome_13|Cardiovascular_phenotype|not_specified|Familial_hyperaldosteronism_type_III|Long_QT_syndrome	1
Congenital_long_QT_syndrome|Long_QT_syndrome|not_specified|Familial_hyperaldosteronism_type_III|Long_QT_syndrome_13	1
not_provided|ARHGAP32-related_disorder	1
not_provided|Autosomal_recessive_congenital_ichthyosis_11	4
Autosomal_recessive_congenital_ichthyosis_11|not_provided	2
Porencephaly-microcephaly-bilateral_congenital_cataract_syndrome|not_provided	2
NCAPD3-related_disorder|Microcephaly_22,_primary,_autosomal_recessive	1
Microcephaly_22,_primary,_autosomal_recessive	4
NCAPD3-related_disorder	1
Pseudohypoaldosteronism_type_2C|not_specified|not_provided	1
Pseudohypoaldosteronism_type_2C|Neuropathy,_hereditary_sensory_and_autonomic,_type_2A|not_specified|not_provided	2
Neuropathy,_hereditary_sensory_and_autonomic,_type_2A|Pseudohypoaldosteronism_type_2C|not_specified|not_provided	1
not_provided|Neuropathy,_hereditary_sensory_and_autonomic,_type_2A	3
Neuropathy,_hereditary_sensory_and_autonomic,_type_2A|Pseudohypoaldosteronism_type_2C	3
Pseudohypoaldosteronism_type_2C|Neuropathy,_hereditary_sensory_and_autonomic,_type_2A|not_specified	1
Neuropathy,_hereditary_sensory_and_autonomic,_type_2A|Pseudohypoaldosteronism_type_2C|not_specified	3
not_provided|Neuropathy,_hereditary_sensory_and_autonomic,_type_2A|not_specified|Pseudohypoaldosteronism_type_2C	1
Neuropathy,_hereditary_sensory_and_autonomic,_type_2A|Pseudohypoaldosteronism_type_2C|not_provided|not_specified	1
Pseudohypoaldosteronism_type_2C|Neuropathy,_hereditary_sensory_and_autonomic,_type_2A|not_provided|not_specified	1
Neuropathy,_hereditary_sensory_and_autonomic,_type_2A|not_specified|Pseudohypoaldosteronism_type_2C|not_provided	1
Retinal_cone_dystrophy_4	10
Retinal_cone_dystrophy_4|CACNA2D4-related_condition|not_provided	1
not_specified|not_provided|Retinal_cone_dystrophy_4	1
not_provided|Long_QT_syndrome	5
Long_QT_syndrome|Timothy_syndrome|not_provided	7
Timothy_syndrome|Long_QT_syndrome|not_provided	4
Long_QT_syndrome|not_specified|Timothy_syndrome|Cardiovascular_phenotype|not_provided	1
Timothy_syndrome|not_provided	1
not_provided|Timothy_syndrome	2
Timothy_syndrome|not_specified|Cardiovascular_phenotype|Long_QT_syndrome	1
not_specified|Timothy_syndrome	1
Brugada_syndrome|Timothy_syndrome	1
Megalencephaly-polymicrogyria-polydactyly-hydrocephalus_syndrome_3	1
Megalencephaly-polymicrogyria-polydactyly-hydrocephalus_syndrome_3|not_specified|not_provided	1
Tumoral_calcinosis,_hyperphosphatemic,_familial,_2|Autosomal_dominant_hypophosphatemic_rickets	1
Mitochondrial_complex_1_deficiency,_nuclear_type_26|not_specified|not_provided	2
Episodic_ataxia_type_1|Hereditary_episodic_ataxia	1
not_specified|not_provided|Myokymia|Episodic_ataxia_type_1	1
not_specified|not_provided|Episodic_ataxia_type_1|Myokymia	1
Myokymia|Episodic_ataxia_type_1	1
Episodic_ataxia_type_1|not_provided|Hereditary_episodic_ataxia	1
Hereditary_episodic_ataxia|Myokymia	1
Myokymia|not_provided|Episodic_ataxia_type_1	1
not_provided|Atrial_fibrillation,_familial,_7	1
Atrial_fibrillation,_familial,_7	1
not_specified|Hereditary_von_Willebrand_disease|von_Willebrand_disease_type_2|von_Willebrand_disease_type_3|von_Willebrand_disease_type_1	3
not_specified|Hereditary_von_Willebrand_disease|von_Willebrand_disease_type_2|von_Willebrand_disease_type_1|von_Willebrand_disease_type_3	1
not_specified|Hereditary_von_Willebrand_disease|not_provided	1
not_specified|not_provided|von_Willebrand_disease_type_3|Hereditary_von_Willebrand_disease|von_Willebrand_disease_type_1|von_Willebrand_disease_type_2	1
not_provided|von_Willebrand_disease_type_3|von_Willebrand_disease_type_1|von_Willebrand_disease_type_2|not_specified|Hereditary_von_Willebrand_disease	1
not_specified|not_provided|Hereditary_von_Willebrand_disease|von_Willebrand_disease_type_1|von_Willebrand_disease_type_3|von_Willebrand_disease_type_2	1
not_provided|von_Willebrand_disease_type_1|not_specified|Hereditary_von_Willebrand_disease|von_Willebrand_disease_type_3|von_Willebrand_disease_type_2	1
not_provided|von_Willebrand_disease_type_1|von_Willebrand_disease_type_2|von_Willebrand_disease_type_3|not_specified	1
not_provided|von_Willebrand_disease_type_3|Hereditary_von_Willebrand_disease|not_specified|von_Willebrand_disease_type_2|von_Willebrand_disease_type_1	1
not_specified|Hereditary_von_Willebrand_disease|von_Willebrand_disease_type_3|von_Willebrand_disease_type_1|von_Willebrand_disease_type_2|not_provided	1
TNF_receptor-associated_periodic_fever_syndrome_(TRAPS)	1
not_provided|not_specified|TNF_receptor-associated_periodic_fever_syndrome_(TRAPS)	1
Liddle_syndrome_3|not_specified|not_provided|Bronchiectasis_with_or_without_elevated_sweat_chloride_2|Autosomal_recessive_pseudohypoaldosteronism_type_1	1
Autosomal_recessive_pseudohypoaldosteronism_type_1|Bronchiectasis_with_or_without_elevated_sweat_chloride_2|not_provided|Liddle_syndrome_3	1
Bronchiectasis_with_or_without_elevated_sweat_chloride_2|Autosomal_recessive_pseudohypoaldosteronism_type_1	1
not_specified|Lymphoproliferative_syndrome_2	1
not_provided|Lymphoproliferative_syndrome_2|not_specified	1
Spastic_ataxia_1|not_provided|Myasthenic_syndrome,_congenital,_25,_presynaptic	2
Microcephaly_21,_primary,_autosomal_recessive|not_provided	1
Microcephaly_21,_primary,_autosomal_recessive	3
Sifrim-Hitz-Weiss_syndrome|not_provided	1
Immunodeficiency_79|not_specified	5
Congenital_stationary_night_blindness_1H|Hypertension,_essential,_susceptibility_to|GNB3_POLYMORPHISM|not_provided	1
not_provided|Triosephosphate_isomerase_deficiency	1
Triosephosphate_isomerase_deficiency	2
not_provided|Temtamy_syndrome	2
not_provided|PEX5-related_disorder|Peroxisome_biogenesis_disorder_2B	1
not_provided|Peroxisome_biogenesis_disorder_1A_(Zellweger)	1
not_provided|Klippel-Feil_syndrome_3,_autosomal_dominant	1
Hyper-IgM_syndrome_type_2	2
not_specified|not_provided|Hyper-IgM_syndrome_type_2	1
not_specified|not_provided|Hyper-IgM_syndrome_type_2|Hyperimmunoglobulin_M_syndrome	1
not_specified|not_provided|Otitis_media,_susceptibility_to	1
not_provided|Microcephaly_11,_primary,_autosomal_recessive	2
Microcephaly_11,_primary,_autosomal_recessive|not_provided	1
Microcephaly_11,_primary,_autosomal_recessive|not_specified|not_provided	1
PRR4-related_disorder	2
Multiple_endocrine_neoplasia_type_4|not_provided	1
FAM234B-related_disorder	1
not_specified|Inborn_genetic_diseases|Intellectual_disability,_autosomal_dominant_6|Developmental_and_epileptic_encephalopathy,_27|not_provided	1
not_specified|Congenital_diarrhea_6|not_provided|Intestinal_obstruction_in_the_newborn_due_to_guanylate_cyclase_2C_deficiency	1
Congenital_diarrhea_6|not_provided|Intestinal_obstruction_in_the_newborn_due_to_guanylate_cyclase_2C_deficiency	1
Intestinal_obstruction_in_the_newborn_due_to_guanylate_cyclase_2C_deficiency|not_provided|Congenital_diarrhea_6	2
Congenital_diarrhea_6|Intestinal_obstruction_in_the_newborn_due_to_guanylate_cyclase_2C_deficiency|not_specified|not_provided	1
Keutel_syndrome	1
not_provided|not_specified|Keutel_syndrome	1
not_provided|Keutel_syndrome|MGP-related_disorder|not_specified	1
not_specified|Corticosteroids_response|not_provided	1
not_provided|Brachydactyly-arterial_hypertension_syndrome	3
Rotor_syndrome|not_provided	1
not_provided|Rotor_syndrome	2
Rotor_syndrome|SLCO1B3-related_disorder|not_provided	1
not_specified|Rotor_syndrome|not_provided	1
not_provided|Rotor_syndrome|SLCO1B3-related_disorder	1
not_provided|Rotor_syndrome|not_specified	1
Rotor_syndrome	1
not_specified|Rotor_syndrome|Gilbert_syndrome|not_provided	1
not_specified|not_provided|Rotor_syndrome|SLCO1B1-related_disorder	1
not_provided|Myofibrillar_myopathy_8	1
not_provided|Glycogen_storage_disorder_due_to_hepatic_glycogen_synthase_deficiency	1
not_provided|not_specified|Glycogen_storage_disorder_due_to_hepatic_glycogen_synthase_deficiency	1
Glycogen_storage_disorder_due_to_hepatic_glycogen_synthase_deficiency|not_provided|not_specified	1
not_specified|not_provided|Glycogen_storage_disorder_due_to_hepatic_glycogen_synthase_deficiency	2
not_specified|Glycogen_storage_disorder_due_to_hepatic_glycogen_synthase_deficiency|not_provided	1
not_provided|Glycogen_storage_disorder_due_to_hepatic_glycogen_synthase_deficiency|not_specified	2
Glycogen_storage_disease_due_to_lactate_dehydrogenase_H-subunit_deficiency	1
not_provided|Intellectual_disability_and_myopathy_syndrome|Hypertrichotic_osteochondrodysplasia_Cantu_type|Dilated_cardiomyopathy_1O|Atrial_fibrillation,_familial,_12	1
Dilated_cardiomyopathy_1O	2
Hypertrichotic_osteochondrodysplasia_Cantu_type|not_provided|not_specified	1
not_provided|Hypertrichotic_osteochondrodysplasia_Cantu_type	2
not_specified|not_provided|Hypertrichotic_osteochondrodysplasia_Cantu_type	1
Hypertrichotic_osteochondrodysplasia_Cantu_type|not_provided	2
Dilated_Cardiomyopathy,_Dominant|not_specified|Hypertrichotic_osteochondrodysplasia_Cantu_type|Familial_atrial_fibrillation|not_provided	1
not_specified|Cardiovascular_phenotype|Dilated_cardiomyopathy_1O|Hypertrichotic_osteochondrodysplasia_Cantu_type	1
Hypertrichotic_osteochondrodysplasia_Cantu_type|not_specified|not_provided	1
Lamb-Shaffer_syndrome	2
BCAT1-related_disorder	1
Noonan_syndrome_and_Noonan-related_syndrome|Noonan_syndrome	1
Cardio-facio-cutaneous_syndrome|Noonan_syndrome	2
Noonan_syndrome	5
Noonan_syndrome|Noonan_syndrome_and_Noonan-related_syndrome	1
Noonan_syndrome_and_Noonan-related_syndrome|not_provided|RASopathy|Noonan_syndrome	1
ITPR2-related_disorder	1
Isolated_anhidrosis_with_normal_sweat_glands	3
not_provided|Warsaw_breakage_syndrome	5
Warsaw_breakage_syndrome	6
not_specified|Arrhythmogenic_right_ventricular_dysplasia_9	1
Congenital_fibrosis_of_extraocular_muscles	1
not_provided|Congenital_fibrosis_of_extraocular_muscles_type_1|KIF21A-related_disorder	1
Autosomal_dominant_Parkinson_disease_8|not_specified	1
Autosomal_dominant_Parkinson_disease_8	3
not_specified|Autosomal_dominant_Parkinson_disease_8|not_provided	1
not_specified|not_provided|Autosomal_dominant_Parkinson_disease_8	1
not_provided|not_specified|Autosomal_dominant_Parkinson_disease_8	2
not_provided|Autosomal_dominant_Parkinson_disease_8	1
Autosomal_dominant_Parkinson_disease_8|not_specified|not_provided	1
Leprosy,_susceptibility_to,_1|Autosomal_dominant_Parkinson_disease_8|not_specified|not_provided	1
GXYLT1-related_disorder	1
Epilepsy,_progressive_myoclonic,_1B	1
Epilepsy,_progressive_myoclonic,_1B|not_provided|not_specified	1
Vitamin_D-dependent_rickets_type_II_with_alopecia|Periodontitis	1
not_provided|Vitamin_D-dependent_rickets_type_II_with_alopecia|Periodontitis	1
not_provided|Hepatocellular_carcinoma|Vitamin_D-dependent_rickets_type_II_with_alopecia|Periodontitis	1
not_provided|Periodontitis|Vitamin_D-dependent_rickets_type_II_with_alopecia|not_specified	1
not_provided|Stickler_syndrome_type_1	1
not_specified|not_provided|Type_II_Collagenopathies|Stickler_syndrome_type_1	1
Stickler_syndrome_type_1|not_provided	1
not_specified|not_provided|Stickler_syndrome_type_1|Type_II_Collagenopathies	1
Stickler_syndrome_type_1|not_specified|not_provided|Type_II_Collagenopathies	1
Stickler_syndrome_type_1|not_provided|Type_II_Collagenopathies	1
Glycogen_storage_disease,_type_VII|not_provided	1
not_specified|Primary_ciliary_dyskinesia_27|not_provided	2
Primary_ciliary_dyskinesia_27|not_specified|not_provided	2
not_provided|not_specified|Primary_ciliary_dyskinesia_27	1
Tooth_agenesis,_selective,_8|not_specified|Split_hand-foot_malformation_6|not_provided	1
Kabuki_syndrome	2
Kabuki_syndrome_1	1
not_specified|Kabuki_syndrome|not_provided	1
not_provided|Kabuki_syndrome	1
Kabuki_syndrome|not_provided	1
Kabuki_syndrome|not_provided|not_specified|Kabuki_syndrome_1	1
not_specified|Kabuki_syndrome_1|not_provided|Kabuki_syndrome|KMT2D-related_disorder	1
Kabuki_syndrome|not_specified|not_provided|Kabuki_syndrome_1	1
TUBA1A-related_disorder|not_provided	1
not_specified|not_provided|Lissencephaly_due_to_TUBA1A_mutation	1
Nephrogenic_diabetes_insipidus|Diabetes_insipidus,_nephrogenic,_autosomal|not_specified|not_provided	1
not_provided|Diabetes_insipidus,_nephrogenic,_autosomal	3
Diabetes_insipidus,_nephrogenic,_autosomal	1
Intellectual_disability,_FRA12A_type	3
not_specified|Microcytic_anemia_with_liver_iron_overload|not_provided	1
Microcytic_anemia_with_liver_iron_overload|not_provided	2
Microcytic_anemia_with_liver_iron_overload	1
SLC11A2-related_disorder|Microcytic_anemia_with_liver_iron_overload	1
Seizures,_benign_familial_infantile,_5|Cognitive_impairment_with_or_without_cerebellar_ataxia|Early_infantile_epileptic_encephalopathy_with_suppression_bursts|not_provided|Developmental_and_epileptic_encephalopathy,_13|Myoclonus,_familial,_2|Inborn_genetic_diseases|not_specified	1
Myoclonus,_familial,_2|Seizures,_benign_familial_infantile,_5|not_provided|Developmental_and_epileptic_encephalopathy,_13|Cognitive_impairment_with_or_without_cerebellar_ataxia	1
not_specified|Early_infantile_epileptic_encephalopathy_with_suppression_bursts|Inborn_genetic_diseases|not_provided	1
Myoclonus,_familial,_2|Cognitive_impairment_with_or_without_cerebellar_ataxia|Developmental_and_epileptic_encephalopathy,_13|not_provided|Seizures,_benign_familial_infantile,_5	1
Early_infantile_epileptic_encephalopathy_with_suppression_bursts	8
Myoclonus,_familial,_2|Early_infantile_epileptic_encephalopathy_with_suppression_bursts|Cognitive_impairment_with_or_without_cerebellar_ataxia|not_provided|Seizures,_benign_familial_infantile,_5|not_specified|Developmental_and_epileptic_encephalopathy,_13	1
Early_infantile_epileptic_encephalopathy_with_suppression_bursts|not_specified	3
Seizures,_benign_familial_infantile,_5|Inborn_genetic_diseases|Early_infantile_epileptic_encephalopathy_with_suppression_bursts|Cognitive_impairment_with_or_without_cerebellar_ataxia|not_provided|not_specified|Developmental_and_epileptic_encephalopathy,_13|Myoclonus,_familial,_2	1
Cognitive_impairment_with_or_without_cerebellar_ataxia|Developmental_and_epileptic_encephalopathy,_13|not_provided|Seizures,_benign_familial_infantile,_5|Myoclonus,_familial,_2	1
Telangiectasia,_hereditary_hemorrhagic,_type_2|not_provided	2
not_specified|not_provided|Telangiectasia,_hereditary_hemorrhagic,_type_2	1
not_provided|Telangiectasia,_hereditary_hemorrhagic,_type_2|Cardiovascular_phenotype	1
Telangiectasia,_hereditary_hemorrhagic,_type_2	3
KRT75-related_disorder|Pseudofolliculitis_barbae|not_provided	1
KRT75-related_disorder	1
not_provided|Pachyonychia_congenita_4	1
Pachyonychia_congenita_4|KRT6B-related_disorder|not_provided	1
Pachyonychia_congenita_4|KRT6B-related_disorder	1
Palmoplantar_keratoderma,_nonepidermolytic,_focal_or_diffuse	3
not_provided|KRT6A-related_disorder	1
not_provided|Pachyonychia_congenita_3	1
Pachyonychia_congenita_3|KRT6A-related_disorder|not_provided	1
not_provided|KRT6A-related_disorder|Pachyonychia_congenita_3	1
Pachyonychia_congenita_3|KRT6A-related_disorder	1
Epidermolysis_bullosa_simplex	1
not_provided|Ichthyosis_bullosa_of_Siemens	1
Ichthyosis_bullosa_of_Siemens	1
Bullous_ichthyosiform_erythroderma|Diffuse_nonepidermolytic_palmoplantar_keratoderma|not_provided	1
not_provided|White_sponge_nevus_1	3
TNS2-related_disorder	1
not_provided|Glucocorticoid_deficiency_with_achalasia	6
not_specified|not_provided|Glucocorticoid_deficiency_with_achalasia	1
not_provided|not_specified|Osteogenesis_imperfecta_type_12	1
not_specified|not_provided|Osteogenesis_imperfecta_type_12	1
Ectodermal_dysplasia_9,_hair/nail_type	1
not_specified|Congenital_muscular_dystrophy_due_to_integrin_alpha-7_deficiency	4
not_provided|Congenital_muscular_dystrophy_due_to_integrin_alpha-7_deficiency	1
Congenital_muscular_dystrophy_due_to_integrin_alpha-7_deficiency|not_provided	1
Familial_cavitary_optic_disk_anomaly	1
DGKA-related_disorder	1
Sulfite_oxidase_deficiency	1
Diamond-Blackfan_anemia_10|not_specified	1
Visceral_neuropathy,_familial|not_provided|Lethal_congenital_contracture_syndrome_2	1
not_provided|Coffin-Siris_syndrome_8	1
Myopia_24,_autosomal_dominant	1
Cataract_15_multiple_types	1
Cataract_15_multiple_types|not_provided	1
not_provided|Keratosis_pilaris	4
Keratosis_pilaris|not_provided	1
Keratosis_pilaris	1
not_provided|Bailey-Bloch_congenital_myopathy	1
Polydactyly,_postaxial,_type_A8|not_provided|GLI1-related_disorder|Preaxial_hand_polydactyly	1
Polydactyly,_postaxial,_type_A8|GLI1-related_disorder|not_provided|Preaxial_hand_polydactyly	1
Preaxial_hand_polydactyly|Polydactyly,_postaxial,_type_A8	1
Coronary_artery_spasm_3,_susceptibility_to	1
Myoclonus,_intractable,_neonatal|not_provided|Hereditary_spastic_paraplegia_10	1
Hereditary_spastic_paraplegia_26	1
Cutaneous_Malignant_Melanoma,_Dominant	1
not_provided|Fatal_mitochondrial_disease_due_to_combined_oxidative_phosphorylation_defect_type_3	1
Fatal_mitochondrial_disease_due_to_combined_oxidative_phosphorylation_defect_type_3|not_provided	2
not_provided|Nephrotic_syndrome,_type_21	1
USP15-related_disorder	2
AVPR1A-related_disorder	1
Frontotemporal_dementia_and/or_amyotrophic_lateral_sclerosis_4	1
Glaucoma_1,_open_angle,_P|not_provided|not_specified|Frontotemporal_dementia_and/or_amyotrophic_lateral_sclerosis_4	1
Mucopolysaccharidosis,_MPS-III-D	1
not_provided|Mucopolysaccharidosis,_MPS-III-D	1
Sanfilippo_syndrome|not_specified|not_provided|Mucopolysaccharidosis,_MPS-III-D	1
Dermatofibrosis_lenticularis_disseminata	2
not_provided|MSRB3-related_disorder|not_specified	1
IRAK3-related_disorder	1
not_provided|Fraser_syndrome_1|Fraser_syndrome_3|not_specified	2
not_provided|not_specified|Fraser_syndrome_1|Fraser_syndrome_3	1
Accelerated_tumor_formation,_susceptibility_to	3
Tryptophan_5-monooxygenase_deficiency	2
Infantile_hypotonia-oculomotor_anomalies-hyperkinetic_movements-developmental_delay_syndrome	1
Autosomal_recessive_nonsyndromic_hearing_loss_84B|not_provided	1
not_provided|Hearing_loss,_autosomal_dominant_73|Autosomal_recessive_nonsyndromic_hearing_loss_84A	3
Autosomal_recessive_nonsyndromic_hearing_loss_84A|not_provided|Hearing_loss,_autosomal_dominant_73	2
Autosomal_recessive_nonsyndromic_hearing_loss_84A|Hearing_loss,_autosomal_dominant_73|not_provided|not_specified	1
Autosomal_recessive_nonsyndromic_hearing_loss_84A|Hearing_loss,_autosomal_dominant_73|not_provided	1
Hearing_loss,_autosomal_dominant_73|not_specified|not_provided|Autosomal_recessive_nonsyndromic_hearing_loss_84A	2
Centronuclear_Myopathy,_Dominant|not_provided	1
Centronuclear_Myopathy,_Dominant	1
not_provided|Meckel_syndrome,_type_4|Joubert_syndrome_5|Senior-Loken_syndrome_6|Bardet-Biedl_syndrome_14	1
Familial_aplasia_of_the_vermis|Nephronophthisis|Meckel-Gruber_syndrome	2
not_specified|not_provided|Meckel_syndrome,_type_4|Senior-Loken_syndrome_6|Joubert_syndrome_5|Bardet-Biedl_syndrome_14	1
Nephronophthisis|Meckel-Gruber_syndrome|Familial_aplasia_of_the_vermis	1
Meckel-Gruber_syndrome|Familial_aplasia_of_the_vermis|Nephronophthisis	1
Meckel-Gruber_syndrome|Nephronophthisis|Familial_aplasia_of_the_vermis	1
